0,0,0,0
3.0521e-05,0,0,0
0.00018313,0,0,0
0.00094616,0,0,0
0.0026037,0,0,0
0.0029044,0,0,0
0.0032052,0.62004,-1.384,0.76392
0.0034678,0.62004,-1.384,0.76392
0.004781,0.62004,-1.384,0.76392
0.01087,0.62004,-1.384,0.76392
0.021739,0.62004,-1.384,0.76392
0.032609,0.62004,-1.384,0.76392
0.043478,0.62004,-1.384,0.76392
0.05,0.62004,-1.384,0.76392
0.054348,0.45275,-1.0215,0.56871
0.061525,0.4814,-1.0835,0.60214
0.065217,0.4814,-1.0835,0.60214
0.076087,0.4814,-1.0835,0.60214
0.086957,0.4814,-1.0835,0.60214
0.097826,0.4814,-1.0835,0.60214
0.1,0.4814,-1.0835,0.60214
0.1087,0.01183,-0.083917,0.072087
0.11957,0.35169,-0.8074,0.45572
0.13043,0.35169,-0.8074,0.45572
0.1413,0.35169,-0.8074,0.45572
0.15,0.35169,-0.8074,0.45572
0.15217,0.29285,-0.66964,0.37679
0.15727,0.28667,-0.65518,0.3685
0.16304,0.28667,-0.65518,0.3685
0.17391,0.28667,-0.65518,0.3685
0.18478,0.28667,-0.65518,0.3685
0.19565,0.28667,-0.65518,0.3685
0.2,0.28667,-0.65518,0.3685
0.20652,0.15138,-0.36832,0.21694
0.21739,0.21193,-0.49669,0.28477
0.22826,0.21193,-0.49669,0.28477
0.23913,0.21193,-0.49669,0.28477
0.25,0.21193,-0.49669,0.28477
0.26087,0.11791,-0.29742,0.17951
0.27174,0.15739,-0.3811,0.22371
0.28261,0.15739,-0.3811,0.22371
0.29348,0.15739,-0.3811,0.22371
0.3,0.15739,-0.3811,0.22371
0.30435,0.13186,-0.30937,0.17751
0.31522,0.13623,-0.32166,0.18542
0.32609,0.13623,-0.32166,0.18542
0.33696,0.13623,-0.32166,0.18542
0.34783,0.13623,-0.32166,0.18542
0.35,0.13623,-0.32166,0.18542
0.3587,0.060334,-0.12946,0.069122
0.36957,0.11527,-0.26856,0.1533
0.38043,0.11527,-0.26856,0.1533
0.3913,0.11527,-0.26856,0.1533
0.4,0.11527,-0.26856,0.1533
0.40217,0.10368,-0.23797,0.1343
0.40908,0.10246,-0.23476,0.1323
0.41304,0.10246,-0.23476,0.1323
0.42391,0.10246,-0.23476,0.1323
0.43478,0.10246,-0.23476,0.1323
0.44565,0.10246,-0.23476,0.1323
0.45,0.10246,-0.23476,0.1323
0.45652,0.063396,-0.15339,0.089999
0.46739,0.080878,-0.18981,0.10893
0.47826,0.080878,-0.18981,0.10893
0.48913,0.080878,-0.18981,0.10893
0.5,0.080878,-0.18981,0.10893
0.51087,0.056508,-0.1359,0.079389
0.52174,0.066742,-0.15854,0.091795
0.53261,0.066742,-0.15854,0.091795
0.54348,0.066742,-0.15854,0.091795
0.55,0.066742,-0.15854,0.091795
0.55435,0.055312,-0.13143,0.07612
0.56522,0.05727,-0.13607,0.078805
0.57609,0.05727,-0.13607,0.078805
0.58696,0.05727,-0.13607,0.078805
0.59783,0.05727,-0.13607,0.078805
0.6,0.05727,-0.13607,0.078805
0.6087,0.0061028,-0.036295,0.030192
0.61957,0.043135,-0.10851,0.065376
0.63043,0.043135,-0.10851,0.065376
0.6413,0.043135,-0.10851,0.065376
0.65,0.043135,-0.10851,0.065376
0.65217,0.040488,-0.099485,0.058997
0.66087,0.04021,-0.098537,0.058327
0.66304,0.04021,-0.098537,0.058327
0.67391,0.04021,-0.098537,0.058327
0.68478,0.04021,-0.098537,0.058327
0.69565,0.04021,-0.098537,0.058327
0.7,0.04021,-0.098537,0.058327
0.70652,0.046168,-0.095819,0.049652
0.71739,0.043501,-0.097035,0.053534
0.72826,0.043501,-0.097035,0.053534
0.73913,0.043501,-0.097035,0.053534
0.75,0.043501,-0.097035,0.053534
0.76087,0.027757,-0.067065,0.039308
0.77174,0.034369,-0.079651,0.045282
0.78261,0.034369,-0.079651,0.045282
0.79348,0.034369,-0.079651,0.045282
0.8,0.034369,-0.079651,0.045282
0.80435,0.029486,-0.068006,0.03852
0.81522,0.030322,-0.070001,0.039678
0.82609,0.030322,-0.070001,0.039678
0.83696,0.030322,-0.070001,0.039678
0.84783,0.030322,-0.070001,0.039678
0.85,0.030322,-0.070001,0.039678
0.8587,0.070135,-0.11094,0.040807
0.86957,0.04132,-0.08131,0.03999
0.88043,0.04132,-0.08131,0.03999
0.8913,0.04132,-0.08131,0.03999
0.9,0.04132,-0.08131,0.03999
0.90217,0.03881,-0.075346,0.036536
0.91177,0.038547,-0.07472,0.036174
0.91304,0.038547,-0.07472,0.036174
0.91942,0.038547,-0.07472,0.036174
0.92391,0.038547,-0.07472,0.036174
0.93478,0.038547,-0.07472,0.036174
0.94565,0.038547,-0.07472,0.036174
0.95,0.038547,-0.07472,0.036174
0.95652,0.042053,-0.0743,0.032247
0.96739,0.040484,-0.074488,0.034004
0.97826,0.040484,-0.074488,0.034004
0.98913,0.040484,-0.074488,0.034004
1,0.040484,-0.074488,0.034004
1.0109,0.021089,-0.043841,0.022752
1.0217,0.029234,-0.056712,0.027477
1.0326,0.029234,-0.056712,0.027477
1.0435,0.029234,-0.056712,0.027477
1.05,0.029234,-0.056712,0.027477
1.0543,0.011791,-0.030407,0.018616
1.0652,0.014778,-0.034912,0.020134
1.0761,0.014778,-0.034912,0.020134
1.087,0.014778,-0.034912,0.020134
1.0978,0.014778,-0.034912,0.020134
1.1,0.014778,-0.034912,0.020134
1.1087,0.043447,-0.067323,0.023876
1.1196,0.022698,-0.043865,0.021167
1.1304,0.022698,-0.043865,0.021167
1.1413,0.022698,-0.043865,0.021167
1.15,0.022698,-0.043865,0.021167
1.1522,0.011701,-0.027548,0.015847
1.1595,0.010547,-0.025836,0.015289
1.163,0.010547,-0.025836,0.015289
1.1739,0.010547,-0.025836,0.015289
1.1848,0.010547,-0.025836,0.015289
1.1957,0.010547,-0.025836,0.015289
1.2,0.010547,-0.025836,0.015289
1.2065,0.020391,-0.036636,0.016245
1.2174,0.015986,-0.031803,0.015817
1.2283,0.015986,-0.031803,0.015817
1.2391,0.015986,-0.031803,0.015817
1.25,0.015986,-0.031803,0.015817
1.2609,0.022597,-0.038695,0.016099
1.2717,0.01982,-0.035801,0.01598
1.2826,0.01982,-0.035801,0.01598
1.2935,0.01982,-0.035801,0.01598
1.3,0.01982,-0.035801,0.01598
1.3043,0.013755,-0.02623,0.012475
1.3152,0.014794,-0.027869,0.013076
1.3261,0.014794,-0.027869,0.013076
1.337,0.014794,-0.027869,0.013076
1.3478,0.014794,-0.027869,0.013076
1.35,0.014794,-0.027869,0.013076
1.3587,0.031852,-0.047674,0.015822
1.3696,0.019506,-0.03334,0.013834
1.3804,0.019506,-0.03334,0.013834
1.3913,0.019506,-0.03334,0.013834
1.4,0.019506,-0.03334,0.013834
1.4022,0.011921,-0.022304,0.010383
1.4101,0.011125,-0.021146,0.01002
1.413,0.011125,-0.021146,0.01002
1.4239,0.011125,-0.021146,0.01002
1.4348,0.011125,-0.021146,0.01002
1.4457,0.011125,-0.021146,0.01002
1.45,0.011125,-0.021146,0.01002
1.4565,0.0021206,-0.0074658,0.0053452
1.4674,0.0061502,-0.013588,0.0074375
1.4783,0.0061502,-0.013588,0.0074375
1.4891,0.0061502,-0.013588,0.0074375
1.5,0.0061502,-0.013588,0.0074375
1.5109,3.5035e-05,-0.0041287,0.0040936
1.5217,0.0026031,-0.008101,0.0054979
1.5326,0.0026031,-0.008101,0.0054979
1.5435,0.0026031,-0.008101,0.0054979
1.55,0.0026031,-0.008101,0.0054979
1.5543,0.010931,-0.018821,0.0078896
1.5652,0.009505,-0.016985,0.00748
1.5761,0.009505,-0.016985,0.00748
1.587,0.009505,-0.016985,0.00748
1.5978,0.009505,-0.016985,0.00748
1.6,0.009505,-0.016985,0.00748
1.6087,0.0028327,-0.0060332,0.0032005
1.6196,0.0076618,-0.01396,0.0062978
1.6304,0.0076618,-0.01396,0.0062978
1.6413,0.0076618,-0.01396,0.0062978
1.65,0.0076618,-0.01396,0.0062978
1.6522,0.015479,-0.024292,0.0088127
1.66,0.0163,-0.025376,0.0090767
1.663,0.0163,-0.025376,0.0090767
1.6739,0.0163,-0.025376,0.0090767
1.6848,0.0163,-0.025376,0.0090767
1.6957,0.0163,-0.025376,0.0090767
1.7,0.0163,-0.025376,0.0090767
1.7065,0.014459,-0.022127,0.0076681
1.7174,0.015283,-0.023581,0.0082985
1.7283,0.015283,-0.023581,0.0082985
1.7391,0.015283,-0.023581,0.0082985
1.75,0.015283,-0.023581,0.0082985
1.7609,0.0018938,-0.0047069,0.0028132
1.7717,0.0075165,-0.012633,0.0051167
1.7826,0.0075165,-0.012633,0.0051167
1.7935,0.0075165,-0.012633,0.0051167
1.8,0.0075165,-0.012633,0.0051167
1.8043,-0.0095898,0.011084,-0.0014944
1.8152,-0.00666,0.0070221,-0.00036207
1.8261,-0.00666,0.0070221,-0.00036207
1.837,-0.00666,0.0070221,-0.00036207
1.8478,-0.00666,0.0070221,-0.00036207
1.85,-0.00666,0.0070221,-0.00036207
1.8587,0.025566,-0.0361,0.010534
1.8696,0.0022422,-0.0048902,0.0026479
1.8804,0.0022422,-0.0048902,0.0026479
1.8913,0.0022422,-0.0048902,0.0026479
1.9,0.0022422,-0.0048902,0.0026479
1.9022,-0.011652,0.014277,-0.0026252
1.9092,-0.013111,0.016289,-0.0031787
1.913,-0.013111,0.016289,-0.0031787
1.9239,-0.013111,0.016289,-0.0031787
1.9348,-0.013111,0.016289,-0.0031787
1.9457,-0.013111,0.016289,-0.0031787
1.95,-0.013111,0.016289,-0.0031787
1.9565,-0.0023455,0.0019385,0.00040695
1.9674,-0.0071631,0.0083608,-0.0011977
1.9783,-0.0071631,0.0083608,-0.0011977
1.9891,-0.0071631,0.0083608,-0.0011977
2,-0.0071631,0.0083608,-0.0011977
2.0109,-0.024852,0.032826,-0.0079739
2.0217,-0.017423,0.022552,-0.0051282
2.0326,-0.017423,0.022552,-0.0051282
2.0435,-0.017423,0.022552,-0.0051282
2.05,-0.017423,0.022552,-0.0051282
2.0543,-0.021949,0.028908,-0.0069587
2.0652,-0.021174,0.027819,-0.0066452
2.0761,-0.021174,0.027819,-0.0066452
2.087,-0.021174,0.027819,-0.0066452
2.0978,-0.021174,0.027819,-0.0066452
2.1,-0.021174,0.027819,-0.0066452
2.1087,-0.038702,0.052238,-0.013536
2.1196,-0.026016,0.034565,-0.0085488
2.1304,-0.026016,0.034565,-0.0085488
2.1413,-0.026016,0.034565,-0.0085488
2.15,-0.026016,0.034565,-0.0085488
2.1522,-0.027127,0.036169,-0.0090423
2.163,-0.027243,0.036337,-0.0090942
2.1739,-0.027243,0.036337,-0.0090942
2.1848,-0.027243,0.036337,-0.0090942
2.1957,-0.027243,0.036337,-0.0090942
2.2,-0.027243,0.036337,-0.0090942
2.2065,-0.013994,0.018426,-0.0044319
2.2174,-0.019923,0.026441,-0.0065183
2.2283,-0.019923,0.026441,-0.0065183
2.2391,-0.019923,0.026441,-0.0065183
2.25,-0.019923,0.026441,-0.0065183
2.2609,-0.025576,0.03433,-0.0087538
2.2717,-0.023202,0.031017,-0.007815
2.2826,-0.023202,0.031017,-0.007815
2.2935,-0.023202,0.031017,-0.007815
2.3,-0.023202,0.031017,-0.007815
2.3043,-0.026207,0.035217,-0.0090099
2.3152,-0.025692,0.034498,-0.0088053
2.3261,-0.025692,0.034498,-0.0088053
2.337,-0.025692,0.034498,-0.0088053
2.3478,-0.025692,0.034498,-0.0088053
2.35,-0.025692,0.034498,-0.0088053
2.3587,0.040911,-0.056248,0.015337
2.3696,-0.0072937,0.0094297,-0.002136
2.3804,-0.0072937,0.0094297,-0.002136
2.3913,-0.0072937,0.0094297,-0.002136
2.4,-0.0072937,0.0094297,-0.002136
2.4022,-0.0024739,0.0029094,-0.00043548
2.4108,-0.0019679,0.0022249,-0.00025697
2.413,-0.0019679,0.0022249,-0.00025697
2.4239,-0.0019679,0.0022249,-0.00025697
2.4348,-0.0019679,0.0022249,-0.00025697
2.4457,-0.0019679,0.0022249,-0.00025697
2.45,-0.0019679,0.0022249,-0.00025697
2.4565,-0.012214,0.016347,-0.0041327
2.4674,-0.007629,0.010027,-0.0023983
2.4783,-0.007629,0.010027,-0.0023983
2.4891,-0.007629,0.010027,-0.0023983
2.5,-0.007629,0.010027,-0.0023983
2.5109,0.0041849,-0.0060302,0.0018452
2.5217,-0.00077636,0.00071321,6.315e-05
2.5326,-0.00077636,0.00071321,6.315e-05
2.5435,-0.00077636,0.00071321,6.315e-05
2.55,-0.00077636,0.00071321,6.315e-05
2.5543,-0.0013709,0.0015803,-0.0002094
2.5652,-0.0012691,0.0014318,-0.00016272
2.5761,-0.0012691,0.0014318,-0.00016272
2.587,-0.0012691,0.0014318,-0.00016272
2.5978,-0.0012691,0.0014318,-0.00016272
2.6,-0.0012691,0.0014318,-0.00016272
2.6087,0.0067454,-0.0093711,0.0026256
2.6196,0.00094489,-0.0015524,0.00060754
2.6304,0.00094489,-0.0015524,0.00060754
2.6413,0.00094489,-0.0015524,0.00060754
2.65,0.00094489,-0.0015524,0.00060754
2.6522,-0.0071144,0.0094884,-0.0023739
2.66,-0.0079604,0.010647,-0.0026869
2.663,-0.0079604,0.010647,-0.0026869
2.6739,-0.0079604,0.010647,-0.0026869
2.6848,-0.0079604,0.010647,-0.0026869
2.6957,-0.0079604,0.010647,-0.0026869
2.7,-0.0079604,0.010647,-0.0026869
2.7065,-0.033088,0.045022,-0.011935
2.7174,-0.021843,0.029639,-0.0077962
2.7283,-0.021843,0.029639,-0.0077962
2.7391,-0.021843,0.029639,-0.0077962
2.75,-0.021843,0.029639,-0.0077962
2.7609,-0.0073067,0.0097943,-0.0024875
2.7717,-0.013411,0.018128,-0.004717
2.7826,-0.013411,0.018128,-0.004717
2.7935,-0.013411,0.018128,-0.004717
2.8,-0.013411,0.018128,-0.004717
2.8043,-0.0033668,0.0044298,-0.0010631
2.8152,-0.0050871,0.006776,-0.0016889
2.8261,-0.0050871,0.006776,-0.0016889
2.837,-0.0050871,0.006776,-0.0016889
