23105	-1.45	-0.46	0.00	0.00
23204	-0.87	0.52	0.00	0.00
23303	-1.21	-0.57	0.00	0.00
23402	-1.05	0.56	0.00	0.00
23501	-0.81	-0.55	0.00	0.00
23600	-1.25	0.50	0.00	0.00
23699	-0.53	-0.38	0.00	0.00
23798	-1.25	0.49	0.00	0.00
23897	-0.56	-0.41	0.00	0.00
23996	-1.28	0.47	0.00	0.00
24095	-0.52	-0.37	0.00	0.00
24194	-1.32	0.43	0.00	0.00
24293	-0.46	-0.31	0.00	0.00
24392	-1.47	0.21	0.00	0.00
24491	-0.34	0.34	0.00	0.00
24590	-1.47	0.19	0.00	0.00
24689	-0.35	0.01	0.00	0.00
24788	-1.45	0.29	0.00	0.00
24887	-0.40	-0.14	0.00	0.00
24986	-1.40	0.39	0.00	0.00
25085	-0.56	-0.37	0.00	0.00
25184	-1.17	0.59	0.00	0.00
25283	-0.67	-0.43	0.00	0.00
25382	-1.23	0.55	0.00	0.00
25481	-0.50	-0.31	0.00	0.00
25580	-1.30	0.49	0.00	0.00
25679	-0.49	-0.31	0.00	0.00
25778	-1.33	0.46	0.00	0.00
25877	-0.40	-0.19	0.00	0.00
25976	-1.37	0.39	0.00	0.00
26075	-0.61	-0.44	0.00	0.00
26174	-1.33	0.43	0.00	0.00
26273	-0.63	-0.46	0.00	0.00
26372	-1.22	0.50	0.00	0.00
26471	-0.90	-0.58	0.00	0.00
26570	-1.06	0.54	0.00	0.00
26669	-0.75	-0.55	0.00	0.00
26768	-1.30	0.44	0.00	0.00
26867	-0.45	-0.31	0.00	0.00
26966	-1.33	0.41	0.00	0.00
27065	-0.60	-0.46	0.00	0.00
27164	-1.31	0.42	0.00	0.00
27263	-0.36	-0.20	0.00	0.00
27362	-1.32	0.41	0.00	0.00
27461	-0.49	-0.36	0.00	0.00
27560	-1.38	0.33	0.00	0.00
27659	-0.40	-0.23	0.00	0.00
27758	-1.38	0.34	0.00	0.00
27857	-0.40	-0.24	0.00	0.00
27956	-1.36	0.38	0.00	0.00
28055	-0.32	-0.08	0.00	0.00
28154	-1.35	0.39	0.00	0.00
28253	-0.33	-0.10	0.00	0.00
28352	-1.37	0.35	0.00	0.00
28451	-0.37	-0.19	0.00	0.00
28550	-1.32	0.43	0.00	0.00
28649	-0.67	-0.50	0.00	0.00
28748	-1.14	0.54	0.00	0.00
28847	-0.68	-0.50	0.00	0.00
28946	-1.22	0.50	0.00	0.00
29045	-0.59	-0.45	0.00	0.00
29144	-1.16	0.53	0.00	0.00
29243	-0.73	-0.52	0.00	0.00
29342	-1.17	0.53	0.00	0.00
29441	-0.62	-0.47	0.00	0.00
29540	-1.40	0.35	0.00	0.00
29639	-0.34	-0.05	0.00	0.00
29738	-1.40	0.35	0.00	0.00
29837	-0.30	0.09	0.00	0.00
29936	-1.43	0.04	0.00	0.00
30035	-0.31	0.16	0.00	0.00
30134	-1.44	0.22	0.00	0.00
30233	-0.32	0.04	0.00	0.00
30332	-1.40	0.38	0.00	0.00
30431	-0.37	-0.09	0.00	0.00
30530	-1.44	0.29	0.00	0.00
30629	-0.32	0.09	0.00	0.00
30728	-1.43	0.35	0.00	0.00
30827	-0.45	-0.22	0.00	0.00
30926	-1.34	0.48	0.00	0.00
31025	-0.61	-0.39	0.00	0.00
31124	-1.14	0.61	0.00	0.00
31223	-0.78	-0.46	0.00	0.00
31322	-0.90	0.67	0.00	0.00
31421	-0.96	-0.47	0.00	0.00
31520	-0.97	0.67	0.00	0.00
31619	-0.89	-0.46	0.00	0.00
31718	-0.87	0.67	0.00	0.00
31817	-0.78	-0.46	0.00	0.00
31916	-1.04	0.65	0.00	0.00
32015	-0.82	-0.47	0.00	0.00
32114	-1.14	0.62	0.00	0.00
32213	-0.71	-0.43	0.00	0.00
32312	-1.09	0.64	0.00	0.00
32411	-0.94	-0.49	0.00	0.00
32510	-1.08	0.64	0.00	0.00
32609	-1.01	-0.49	0.00	0.00
32708	-1.09	0.64	0.00	0.00
32807	-1.02	-0.49	0.00	0.00
32906	-0.95	0.64	0.00	0.00
33005	-0.93	-0.50	0.00	0.00
33104	-1.10	0.63	0.00	0.00
33203	-0.86	-0.48	0.00	0.00
33302	-1.11	0.62	0.00	0.00
33401	-0.98	-0.50	0.00	0.00
33500	-0.69	0.59	0.00	0.00
