0,0.19635,0,0.3927,0
3.0521e-05,0.19635,0.00010191,0.3927,0.00020095
0.00018313,0.19636,0.00061148,0.39271,0.0012057
0.00094616,0.19638,0.0031595,0.39273,0.0062297
0.0026037,0.19645,0.008696,0.39281,0.017145
0.0029044,0.19646,0.0097006,0.39283,0.019125
0.0032052,0.19648,0.0097486,0.39284,0.019275
0.0034678,0.19649,0.0088082,0.39286,0.017526
0.004781,0.19654,0.0041068,0.39292,0.008783
0.01087,0.19671,-0.017677,0.39306,-0.03174
0.021739,0.19879,-0.056344,0.39481,-0.10386
0.032609,0.19708,-0.094974,0.39239,-0.17606
0.043478,0.19717,-0.13376,0.39142,-0.24863
0.05,0.19635,-0.15708,0.38978,-0.29235
0.054348,0.19572,-0.16714,0.38855,-0.3114
0.061525,0.19421,-0.18171,0.38595,-0.33912
0.065217,0.19338,-0.18939,0.38453,-0.35373
0.076087,0.19024,-0.21238,0.37949,-0.39739
0.086957,0.18795,-0.23589,0.37507,-0.44205
0.097826,0.18586,-0.25982,0.37062,-0.48764
0.1,0.18534,-0.26466,0.36961,-0.49688
0.1087,0.18322,-0.26333,0.36544,-0.49645
0.11957,0.18088,-0.26865,0.36054,-0.5087
0.13043,0.17843,-0.2782,0.35542,-0.52878
0.1413,0.17521,-0.28828,0.34942,-0.54998
0.15,0.17371,-0.2967,0.3456,-0.56773
0.15217,0.17332,-0.2977,0.34463,-0.56992
0.15727,0.17155,-0.29914,0.34146,-0.57317
0.16304,0.16953,-0.30092,0.33786,-0.57713
0.17391,0.16403,-0.30498,0.32932,-0.58578
0.18478,0.15907,-0.31002,0.32129,-0.59606
0.19565,0.15756,-0.31567,0.31664,-0.60758
0.2,0.156,-0.31805,0.31381,-0.61248
0.20652,0.15366,-0.31618,0.30954,-0.60996
0.21739,0.14925,-0.31333,0.30194,-0.6062
0.22826,0.14497,-0.31196,0.29449,-0.60512
0.23913,0.14081,-0.31138,0.28713,-0.60546
0.25,0.13692,-0.31155,0.28004,-0.6072
0.26087,0.13305,-0.30472,0.27297,-0.59613
0.27174,0.12955,-0.2992,0.26632,-0.58749
0.28261,0.12788,-0.2946,0.26153,-0.58074
0.29348,0.12477,-0.29044,0.25532,-0.57503
0.3,0.12369,-0.28818,0.25238,-0.57213
