0,0,0,0,0
0.0058764,0.00020093,-1.0832e-05,0.00020093,-1.0876e-05
0.01087,0.00037156,-3.6452e-05,0.00037156,-3.6599e-05
0.021739,0.0028582,-0.00034824,0.0028582,-0.00034964
0.032609,0.0019579,-0.00077481,0.0019579,-0.00077782
0.043478,0.0032874,-0.0012026,0.0032874,-0.0012072
0.05,0.0034013,-0.0015217,0.0034012,-0.0015274
0.054348,0.003476,-0.0017306,0.0034759,-0.001737
0.065217,0.0030502,-0.0021803,0.00305,-0.002188
0.076087,0.0020659,-0.0024467,0.0020656,-0.0024549
0.086957,0.0021822,-0.0026039,0.0021818,-0.0026122
0.097826,0.0027545,-0.002812,0.002754,-0.0028206
0.1,0.0028009,-0.0028632,0.0028004,-0.0028719
0.1087,0.0029853,-0.0030755,0.0029848,-0.0030846
0.11957,0.0034832,-0.0033825,0.0034825,-0.0033922
0.13043,0.0039623,-0.0037519,0.0039615,-0.0037625
0.1413,0.0037749,-0.0041101,0.003774,-0.0041215
0.15,0.0047832,-0.0044353,0.0047822,-0.0044474
0.15217,0.0050348,-0.0045373,0.0050337,-0.0045497
0.16304,0.0044439,-0.0049817,0.0044427,-0.004995
0.17391,0.0021756,-0.0051018,0.0021742,-0.0051147
0.18478,0.00050886,-0.0048314,0.00050741,-0.0048424
0.19565,0.0023474,-0.0046116,0.0023458,-0.004621
0.2,0.0021481,-0.004594,0.0021465,-0.0046031
0.20652,0.0018496,-0.0045395,0.0018479,-0.0045481
0.21739,0.00080043,-0.0043249,0.00079868,-0.0043321
0.22826,-0.00011891,-0.0039429,-0.00012072,-0.0039481
0.23913,-0.00093719,-0.0034331,-0.00093904,-0.003436
0.25,-0.0014748,-0.0028457,-0.0014767,-0.0028461
0.26087,-0.0020148,-0.002215,-0.0020166,-0.0022129
0.27174,-0.0022583,-0.0015744,-0.0022601,-0.00157
0.28261,-0.00071817,-0.001128,-0.00071995,-0.0011221
0.29348,-0.00065235,-0.0008797,-0.00065405,-0.00087326
0.3,0.00014235,-0.00079448,0.00014069,-0.00078799
0.30435,0.00067231,-0.00079321,0.00067068,-0.00078691
0.31522,0.0014659,-0.00091882,0.0014643,-0.00091349
0.32609,0.0018048,-0.0011398,0.0018032,-0.0011357
0.33696,0.00118,-0.0013088,0.0011786,-0.0013057
0.34783,0.00068623,-0.0013528,0.00068478,-0.0013501
0.35,0.00063428,-0.0013502,0.00063283,-0.0013476
0.3587,0.00042659,-0.00132,0.00042517,-0.0013174
0.36957,-0.0009004,-0.0011359,-0.00090179,-0.0011328
0.38043,0.0013256,-0.0010636,0.0013242,-0.0010604
0.3913,0.0023433,-0.0013092,0.0023419,-0.0013073
0.4,0.0017656,-0.0015195,0.0017642,-0.0015185
0.40217,0.0016209,-0.0015549,0.0016196,-0.0015541
0.41304,0.00058453,-0.0016053,0.00058322,-0.0016047
0.42391,0.00040941,-0.0015352,0.00040811,-0.0015344
0.43478,0.0011793,-0.0015313,0.001178,-0.0015305
0.44565,0.00088128,-0.0015714,0.00088,-0.0015709
0.45,0.00033754,-0.0015528,0.00033626,-0.0015522
0.45652,-0.00047769,-0.0014459,-0.00047897,-0.0014449
0.46739,-0.0014433,-0.00111,-0.0014446,-0.0011077
0.47826,-0.0014825,-0.00071351,-0.0014837,-0.00070982
0.48913,-0.00027656,-0.00047254,-0.00027774,-0.00046815
0.5,-0.0003327,-0.000365,-0.00033384,-0.00036049
0.51087,0.00062506,-0.0003572,0.00062397,-0.00035297
0.52174,7.6182e-05,-0.00038697,7.5141e-05,-0.00038315
0.53261,4.4534e-05,-0.00035864,4.3533e-05,-0.00035496
0.54348,0.00018592,-0.00034411,0.00018496,-0.00034061
0.55,-0.00084155,-0.00028298,-0.00084249,-0.00027937
0.55435,-0.0015261,-0.00017649,-0.0015271,-0.00017255
0.56522,-0.0038932,0.00036803,-0.0038941,0.0003739
0.57609,-0.0034688,0.0010387,-0.0034696,0.0010469
0.58696,-0.0036141,0.0016143,-0.0036148,0.0016242
0.59783,-0.0023776,0.002023,-0.0023781,0.0020339
0.6,-0.0023865,0.0020753,-0.0023871,0.0020862
0.6087,-0.0024213,0.0022768,-0.0024217,0.002288
0.61957,-0.0028087,0.0025466,-0.0028091,0.0025582
0.63043,-0.003337,0.0028771,-0.0033373,0.0028892
0.6413,-0.0026246,0.0031536,-0.0026246,0.003166
0.65,-0.0021782,0.0032643,-0.0021782,0.0032765
0.65217,-0.0020665,0.0032794,-0.0020665,0.0032915
0.66304,-0.0011344,0.003248,-0.0011342,0.0032592
0.67391,0.00094056,0.0029281,0.00094086,0.0029373
0.68478,0.0016053,0.0023797,0.0016056,0.0023861
0.69565,-0.00015568,0.0019976,-0.00015524,0.0020022
0.7,-9.1401e-05,0.0019224,-9.0939e-05,0.0019265
0.70652,4.3983e-06,0.0018059,4.8856e-06,0.0018095
0.71739,0.0015865,0.0014636,0.001587,0.0014656
0.72826,0.00056114,0.0011075,0.00056167,0.001108
0.73913,0.00054666,0.00088661,0.00054719,0.00088621
0.75,-0.0010064,0.00084218,-0.0010059,0.00084169
0.76087,-0.00060541,0.00090994,-0.00060489,0.00090979
0.77174,-0.0010977,0.00098106,-0.0010971,0.00098125
0.78261,-0.0027088,0.0012495,-0.0027083,0.0012508
0.79348,-0.0021095,0.0015838,-0.0021089,0.0015864
0.8,-0.00076673,0.0016527,-0.00076616,0.0016555
0.80435,0.00012846,0.0016075,0.00012904,0.00161
0.81522,0.00081621,0.0013495,0.00081682,0.0013508
0.82609,0.00064673,0.0010696,0.00064734,0.0010698
0.83696,0.0038794,0.00051756,0.00388,0.00051556
0.84783,0.0031833,-0.00021513,0.0031839,-0.00021989
0.85,0.0034147,-0.00034324,0.0034153,-0.00034845
0.8587,0.0043375,-0.00091963,0.004338,-0.00092685
0.86957,0.0051214,-0.0017376,0.0051218,-0.0017475
0.88043,0.0058873,-0.0026204,0.0058876,-0.0026333
0.8913,0.0059357,-0.0034895,0.0059358,-0.0035049
0.9,0.0047721,-0.0040314,0.0047721,-0.0040482
0.90217,0.0044805,-0.0041307,0.0044805,-0.0041476
0.91304,0.0051378,-0.0046327,0.0051376,-0.0046504
0.92391,0.0053244,-0.0051633,0.005324,-0.005182
0.93478,0.0037997,-0.0055073,0.003799,-0.0055262
0.94565,0.006673,-0.0059535,0.0066721,-0.0059729
0.95,0.0073073,-0.0062564,0.0073064,-0.0062765
0.95652,0.0082561,-0.0067807,0.008255,-0.0068022
