30.00	-0.24	0.73	0.00	0.00	-0.41	0.48	0.00	0.00
30.03	-0.49	0.45	0.00	0.00	-0.34	0.51	0.00	0.00
30.06	-0.37	0.09	0.00	0.00	-0.37	0.42	0.00	0.00
30.10	-0.56	0.42	0.00	0.00	-0.47	0.32	0.00	0.00
30.13	-0.19	0.34	0.00	0.00	-0.37	0.28	0.00	0.00
30.16	-0.56	0.40	0.00	0.00	-0.44	0.39	0.00	0.00
30.20	-0.26	0.63	0.00	0.00	-0.34	0.45	0.00	0.00
30.23	-0.42	0.28	0.00	0.00	-0.41	0.44	0.00	0.00
30.26	-0.41	0.66	0.00	0.00	-0.37	0.52	0.00	0.00
30.29	-0.47	0.29	0.00	0.00	-0.43	0.41	0.00	0.00
30.33	-0.72	0.58	0.00	0.00	-0.53	0.51	0.00	0.00
30.36	-0.40	0.37	0.00	0.00	-0.53	0.41	0.00	0.00
30.39	-0.14	0.10	0.00	0.00	-0.42	0.35	0.00	0.00
30.43	-0.40	0.37	0.00	0.00	-0.31	0.28	0.00	0.00
30.46	-0.73	0.18	0.00	0.00	-0.42	0.22	0.00	0.00
30.49	-0.43	0.41	0.00	0.00	-0.52	0.32	0.00	0.00
30.53	-0.76	0.60	0.00	0.00	-0.64	0.40	0.00	0.00
30.56	-0.51	0.31	0.00	0.00	-0.57	0.44	0.00	0.00
30.59	-0.22	0.54	0.00	0.00	-0.50	0.48	0.00	0.00
30.62	-0.52	0.31	0.00	0.00	-0.42	0.39	0.00	0.00
30.66	-0.77	0.60	0.00	0.00	-0.50	0.48	0.00	0.00
30.69	-0.45	0.39	0.00	0.00	-0.58	0.44	0.00	0.00
30.72	-0.14	0.19	0.00	0.00	-0.45	0.39	0.00	0.00
30.76	-0.49	0.32	0.00	0.00	-0.36	0.30	0.00	0.00
30.79	-0.86	0.25	0.00	0.00	-0.49	0.25	0.00	0.00
30.82	-0.57	0.49	0.00	0.00	-0.64	0.35	0.00	0.00
30.86	-0.22	0.36	0.00	0.00	-0.55	0.37	0.00	0.00
30.89	-0.44	0.06	0.00	0.00	-0.41	0.30	0.00	0.00
30.92	-0.47	0.43	0.00	0.00	-0.38	0.28	0.00	0.00
30.95	-0.82	0.28	0.00	0.00	-0.58	0.26	0.00	0.00
30.99	-0.44	0.31	0.00	0.00	-0.58	0.34	0.00	0.00
31.02	-0.07	0.24	0.00	0.00	-0.44	0.28	0.00	0.00
31.05	-0.42	0.38	0.00	0.00	-0.31	0.31	0.00	0.00
31.09	-0.34	0.01	0.00	0.00	-0.28	0.21	0.00	0.00
31.12	-0.54	0.33	0.00	0.00	-0.43	0.24	0.00	0.00
31.15	-0.17	0.44	0.00	0.00	-0.35	0.26	0.00	0.00
31.19	-0.45	0.18	0.00	0.00	-0.39	0.32	0.00	0.00
31.22	-0.28	0.52	0.00	0.00	-0.30	0.38	0.00	0.00
31.25	-0.66	0.55	0.00	0.00	-0.46	0.42	0.00	0.00
31.28	-0.46	0.23	0.00	0.00	-0.47	0.44	0.00	0.00
31.32	-0.14	0.44	0.00	0.00	-0.42	0.41	0.00	0.00
31.35	-0.51	0.35	0.00	0.00	-0.37	0.34	0.00	0.00
31.38	-0.58	0.72	0.00	0.00	-0.41	0.50	0.00	0.00
31.42	-0.47	0.36	0.00	0.00	-0.52	0.47	0.00	0.00
31.45	-0.40	-0.02	0.00	0.00	-0.48	0.35	0.00	0.00
31.48	-0.46	0.36	0.00	0.00	-0.44	0.23	0.00	0.00
31.52	-0.25	0.05	0.00	0.00	-0.37	0.13	0.00	0.00
31.55	-0.45	0.36	0.00	0.00	-0.39	0.26	0.00	0.00
31.58	-0.71	0.64	0.00	0.00	-0.47	0.35	0.00	0.00
31.61	-0.46	0.35	0.00	0.00	-0.54	0.45	0.00	0.00
31.65	-0.83	0.45	0.00	0.00	-0.67	0.48	0.00	0.00
31.68	-0.50	0.26	0.00	0.00	-0.60	0.35	0.00	0.00
31.71	-0.16	0.42	0.00	0.00	-0.50	0.37	0.00	0.00
31.75	-0.51	0.26	0.00	0.00	-0.39	0.31	0.00	0.00
31.78	-0.59	0.63	0.00	0.00	-0.42	0.44	0.00	0.00
31.81	-0.54	0.25	0.00	0.00	-0.54	0.38	0.00	0.00
31.85	-0.18	0.14	0.00	0.00	-0.44	0.34	0.00	0.00
31.88	-0.54	0.25	0.00	0.00	-0.42	0.21	0.00	0.00
31.91	-0.37	0.58	0.00	0.00	-0.36	0.32	0.00	0.00
31.94	-0.42	0.21	0.00	0.00	-0.44	0.35	0.00	0.00
31.98	-0.73	0.42	0.00	0.00	-0.51	0.40	0.00	0.00
32.01	-0.39	0.25	0.00	0.00	-0.52	0.29	0.00	0.00
32.04	-0.61	0.56	0.00	0.00	-0.58	0.41	0.00	0.00
32.08	-0.36	0.28	0.00	0.00	-0.46	0.36	0.00	0.00
32.11	-0.50	0.63	0.00	0.00	-0.49	0.49	0.00	0.00
32.14	-0.47	0.25	0.00	0.00	-0.45	0.39	0.00	0.00
32.18	-0.10	0.32	0.00	0.00	-0.36	0.40	0.00	0.00
32.21	-0.45	0.17	0.00	0.00	-0.34	0.25	0.00	0.00
32.24	-0.48	0.55	0.00	0.00	-0.34	0.35	0.00	0.00
32.27	-0.80	0.35	0.00	0.00	-0.58	0.35	0.00	0.00
32.31	-0.44	0.24	0.00	0.00	-0.58	0.38	0.00	0.00
32.34	-0.47	0.62	0.00	0.00	-0.57	0.40	0.00	0.00
32.37	-0.37	0.25	0.00	0.00	-0.43	0.37	0.00	0.00
32.41	-0.39	0.63	0.00	0.00	-0.41	0.50	0.00	0.00
32.44	-0.51	0.27	0.00	0.00	-0.43	0.39	0.00	0.00
32.47	-0.25	0.55	0.00	0.00	-0.38	0.48	0.00	0.00
32.51	-0.56	0.33	0.00	0.00	-0.44	0.38	0.00	0.00
32.54	-0.19	0.41	0.00	0.00	-0.33	0.43	0.00	0.00
32.57	-0.56	0.47	0.00	0.00	-0.44	0.40	0.00	0.00
32.60	-0.32	0.18	0.00	0.00	-0.36	0.35	0.00	0.00
32.64	-0.40	0.55	0.00	0.00	-0.43	0.40	0.00	0.00
32.67	-0.48	0.18	0.00	0.00	-0.40	0.30	0.00	0.00
32.70	-0.48	0.56	0.00	0.00	-0.45	0.43	0.00	0.00
32.74	-0.41	0.18	0.00	0.00	-0.46	0.31	0.00	0.00
32.77	-0.78	0.19	0.00	0.00	-0.56	0.31	0.00	0.00
32.80	-0.46	0.38	0.00	0.00	-0.55	0.25	0.00	0.00
